chr	start	end	replication_time	expression_CCLE	noncoding_mutation_rate
3	134900001	135000000	856	44800	5.89E-06
3	135000001	135100000	894	12686	5.85E-06
3	135100001	135200000	935	8715	7.32E-06
3	135200001	135300000	925	2443	5.83E-06
3	135300001	135400000	902	1480	6.57E-06
3	135400001	135500000	876	1317	4.80E-06
3	135500001	135600000	789	1506	5.33E-06
3	135600001	135700000	706	19139	3.38E-06
3	135700001	135800000	590	148854	2.35E-06
3	135800001	135900000	508	523392	2.42E-06
3	135900001	136000000	398	314569	3.32E-06
3	136000001	136100000	484	838260	2.45E-06
3	136100001	136200000	415	234443	3.01E-06
3	136200001	136300000	512	160568	2.91E-06
3	136300001	136400000	428	107562	3.12E-06
3	136400001	136500000	337	205389	1.99E-06
3	136500001	136600000	192	259335	2.62E-06
3	136600001	136700000	195	325129	3.38E-06
3	136700001	136800000	421	71030	3.07E-06
3	136800001	136900000	487	3273	3.64E-06
3	136900001	137000000	591	2063	4.98E-06
3	137000001	137100000	645	584	6.13E-06
3	137100001	137200000	753	403	5.95E-06
3	137200001	137300000	824	150	5.24E-06
3	137300001	137400000	866	184	6.44E-06
3	137400001	137500000	880	7002	5.70E-06
3	137500001	137600000	799	25899	5.72E-06
3	137600001	137700000	706	22674	6.71E-06
3	137700001	137800000	572	130136	3.86E-06
3	137800001	137900000	464	313265	3.06E-06
3	137900001	138000000	346	399626	1.85E-06
3	138000001	138100000	358	208615	2.48E-06
3	138100001	138200000	408	156134	2.78E-06
3	138200001	138300000	394	352194	3.06E-06
3	138300001	138400000	515	475832	1.49E-06
3	138400001	138500000	424	379011	1.98E-06
3	138500001	138600000	372	78039	2.71E-06
3	138600001	138700000	311	80057	2.81E-06
3	138700001	138800000	340	1342	6.00E-06
3	138800001	138900000	520	605	4.15E-06
3	138900001	139000000	614	1502	3.91E-06
3	139000001	139100000	649	2299315	2.59E-06
3	139100001	139200000	671	267348	2.80E-06
3	139200001	139300000	754	196553	2.46E-06
3	139300001	139400000	848	85464	3.12E-06
3	139400001	139500000	893	299	3.91E-06
3	139500001	139600000	920	267	5.37E-06
3	139600001	139700000	940	6946	5.18E-06
3	139700001	139800000	970	5829	3.96E-06
3	139800001	139900000	970	4468	4.37E-06
3	139900001	140000000	998	6965	5.37E-06
3	140000001	140100000	980	3430	3.90E-06
3	140100001	140200000	973	16841	3.83E-06
3	140200001	140300000	943	114359	4.95E-06
3	140300001	140400000	911	8387	5.36E-06
3	140400001	140500000	896	2666	4.26E-06
3	140500001	140600000	859	2690	3.49E-06
3	140600001	140700000	727	1047939	2.02E-06
3	140700001	140800000	684	6960	2.74E-06
3	140800001	140900000	574	10043	3.37E-06
3	140900001	141000000	499	95001	2.09E-06
3	141000001	141100000	352	180018	2.19E-06
3	141100001	141200000	178	985927	2.71E-06
3	141200001	141300000	189	250046	1.98E-06
3	141300001	141400000	259	268031	3.23E-06
3	141400001	141500000	402	433723	2.90E-06
3	141500001	141600000	406	228415	3.37E-06
3	141600001	141700000	345	1650164	2.25E-06
3	141700001	141800000	386	211253	2.01E-06
3	141800001	141900000	410	372631	2.20E-06
3	141900001	142000000	395	109451	3.09E-06
3	142000001	142100000	313	485450	2.68E-06
3	142100001	142200000	403	544554	2.16E-06
3	142200001	142300000	403	633583	2.39E-06
3	142300001	142400000	414	195719	2.32E-06
3	142400001	142500000	406	516225	2.61E-06
3	142500001	142600000	437	387666	2.91E-06
3	142600001	142700000	422	27535	3.85E-06
3	142700001	142800000	391	1917563	2.34E-06
3	142800001	142900000	467	351650	3.40E-06
3	142900001	143000000	591	14526	4.05E-06
3	143000001	143100000	698	8568	2.35E-06
3	143100001	143200000	800	7204	3.02E-06
3	143200001	143300000	862	79182	1.93E-06
3	143300001	143400000	937	10275	3.04E-06
3	143400001	143500000	936	7084	4.10E-06
3	143500001	143600000	954	11151	4.30E-06
3	143600001	143700000	969	58772	4.36E-06
3	143700001	143800000	1009	220409	2.98E-06
3	143800001	143900000	1047	10000	4.03E-06
3	143900001	144000000	1065	7397	3.85E-06
3	144000001	144100000	1072	13857	4.28E-06
3	144100001	144200000	1115	12731	4.86E-06
3	144200001	144300000	1093	6250	5.57E-06
3	144300001	144400000	1044	339	5.96E-06
3	144400001	144500000	NaN	415	6.61E-06
3	144500001	144600000	978	313	7.51E-06
3	144600001	144700000	NaN	515	7.83E-06
3	144700001	144800000	993	106	8.90E-06
3	144800001	144900000	1035	105	6.99E-06
3	144900001	145000000	1015	395	9.86E-06
3	145000001	145100000	NaN	15057	8.73E-06
3	145100001	145200000	970	3716	9.51E-06
3	145200001	145300000	969	1097	7.86E-06
3	145300001	145400000	927	1206	6.98E-06
3	145400001	145500000	910	201	7.11E-06
3	145500001	145600000	845	9333	5.71E-06
3	145600001	145700000	778	2509	7.68E-06
3	145700001	145800000	546	423096	4.66E-06
3	145800001	145900000	471	352688	4.84E-06
3	145900001	146000000	334	78605	3.90E-06
3	146000001	146100000	361	2803	4.66E-06
3	146100001	146200000	459	8677	4.32E-06
3	146200001	146300000	611	636756	2.63E-06
3	146300001	146400000	671	2199	4.47E-06
3	146400001	146500000	768	27067	8.36E-06
3	146500001	146600000	824	2184	9.28E-06
3	146600001	146700000	921	6088	9.06E-06
3	146700001	146800000	967	32339	1.07E-05
3	146800001	146900000	975	29526	9.97E-06
3	146900001	147000000	1003	13541	1.04E-05
3	147000001	147100000	1032	7122	8.64E-06
3	147100001	147200000	1036	159383	9.01E-06
3	147200001	147300000	1070	1939	1.07E-05
3	147300001	147400000	1081	1310	8.44E-06
3	147400001	147500000	1069	2437	1.11E-05
3	147500001	147600000	1059	960	9.49E-06
3	147600001	147700000	1006	7535	9.58E-06
3	147700001	147800000	912	5056	7.39E-06
3	147800001	147900000	984	1650	6.01E-06
3	147900001	148000000	961	292	8.00E-06
3	148000001	148100000	977	2494	8.13E-06
3	148100001	148200000	968	3998	5.79E-06
3	148200001	148300000	934	2449	6.54E-06
3	148300001	148400000	914	2467	5.06E-06
3	148400001	148500000	825	13414	4.73E-06
3	148500001	148600000	681	4792	3.61E-06
3	148600001	148700000	544	2458	4.31E-06
3	148700001	148800000	442	1457989	2.09E-06
3	148800001	148900000	386	668163	2.37E-06
3	148900001	149000000	312	145155	2.59E-06
3	149000001	149100000	254	1221021	2.91E-06
3	149100001	149200000	180	73059	2.50E-06
3	149200001	149300000	159	764041	1.95E-06
3	149300001	149400000	233	271836	2.32E-06
3	149400001	149500000	263	339754	2.29E-06
3	149500001	149600000	213	164357	3.52E-06
3	149600001	149700000	340	1751080	2.60E-06
3	149700001	149800000	490	390629	3.03E-06
3	149800001	149900000	512	4530	2.18E-06
3	149900001	150000000	405	23630	3.28E-06
3	150000001	150100000	284	19857	2.30E-06
3	150100001	150200000	166	686125	1.80E-06
3	150200001	150300000	176	2382117	1.91E-06
3	150300001	150400000	347	840904	2.05E-06
3	150400001	150500000	397	414185	1.88E-06
3	150500001	150600000	544	7990	4.21E-06
3	150600001	150700000	631	2839	2.99E-06
3	150700001	150800000	635	1597	5.16E-06
3	150800001	150900000	675	16093	2.43E-06
3	150900001	151000000	632	28352	3.20E-06
3	151000001	151100000	548	99524	3.07E-06
3	151100001	151200000	505	80428	3.15E-06
3	151200001	151300000	606	10107	4.03E-06
3	151300001	151400000	602	8775	3.92E-06
3	151400001	151500000	611	41994	3.58E-06
3	151500001	151600000	526	143523	2.73E-06
3	151600001	151700000	475	21007	2.98E-06
3	151700001	151800000	385	8019	2.78E-06
3	151800001	151900000	376	10991	3.80E-06
3	151900001	152000000	358	145095	1.71E-06
3	152000001	152100000	352	569459	1.88E-06
3	152100001	152200000	402	1438831	2.68E-06
3	152200001	152300000	507	37708	3.05E-06
3	152300001	152400000	599	6605	3.56E-06
3	152400001	152500000	699	265	4.06E-06
3	152500001	152600000	842	101424	3.02E-06
3	152600001	152700000	861	4622	3.46E-06
3	152700001	152800000	762	1236	3.81E-06
3	152800001	152900000	598	579362	3.24E-06
3	152900001	153000000	578	15670	4.38E-06
3	153000001	153100000	641	6268	3.78E-06
3	153100001	153200000	794	9759	3.55E-06
3	153200001	153300000	892	5787	6.11E-06
3	153300001	153400000	914	1907	3.78E-06
3	153400001	153500000	924	6885	3.47E-06
3	153500001	153600000	963	4390	4.22E-06
3	153600001	153700000	978	6517	5.30E-06
3	153700001	153800000	992	10558	4.82E-06
3	153800001	153900000	991	64345	2.72E-06
3	153900001	154000000	975	502572	2.53E-06
3	154000001	154100000	921	622629	5.10E-06
3	154100001	154200000	925	3777	7.43E-06
3	154200001	154300000	912	1451	5.62E-06
3	154300001	154400000	849	512	7.74E-06
3	154400001	154500000	789	217	6.67E-06
3	154500001	154600000	589	3815	5.24E-06
3	154600001	154700000	678	1259	6.76E-06
3	154700001	154800000	777	32981	5.77E-06
3	154800001	154900000	613	534620	4.69E-06
3	154900001	155000000	650	140601	4.93E-06
3	155000001	155100000	708	8753	3.60E-06
3	155100001	155200000	728	52570	4.73E-06
3	155200001	155300000	765	69493	3.50E-06
3	155300001	155400000	750	21982	2.86E-06
3	155400001	155500000	585	73778	3.27E-06
3	155500001	155600000	473	634562	3.42E-06
3	155600001	155700000	388	1141651	2.36E-06
3	155700001	155800000	446	1509894	4.81E-06
3	155800001	155900000	560	33862	3.50E-06
3	155900001	156000000	710	437	4.74E-06
3	156000001	156100000	782	2627	4.44E-06
3	156100001	156200000	773	7794	3.48E-06
3	156200001	156300000	679	1736385	2.19E-06
3	156300001	156400000	600	152736	3.37E-06
3	156400001	156500000	502	470786	1.71E-06
3	156500001	156600000	447	742075	1.67E-06
3	156600001	156700000	507	29879	2.67E-06
3	156700001	156800000	522	7368	3.33E-06
3	156800001	156900000	610	1257183	2.26E-06
3	156900001	157000000	589	76561	3.04E-06
3	157000001	157100000	631	61194	3.51E-06
3	157100001	157200000	700	153553	3.54E-06
3	157200001	157300000	739	43262	3.49E-06
3	157300001	157400000	810	13423	4.48E-06
3	157400001	157500000	859	2517	6.88E-06
3	157500001	157600000	906	5898	5.91E-06
3	157600001	157700000	932	3433	7.45E-06
3	157700001	157800000	885	5440	6.86E-06
3	157800001	157900000	872	224266	4.09E-06
3	157900001	158000000	946	92390	3.40E-06
3	158000001	158100000	1044	67563	2.91E-06
3	158100001	158200000	1080	71508	2.98E-06
3	158200001	158300000	1063	303589	3.29E-06
3	158300001	158400000	940	769950	3.14E-06
3	158400001	158500000	890	513404	2.53E-06
3	158500001	158600000	972	480034	2.89E-06
3	158600001	158700000	929	3471	6.22E-06
3	158700001	158800000	928	9750	7.53E-06
3	158800001	158900000	930	12171	6.24E-06
3	158900001	159000000	906	7065	5.42E-06
3	159000001	159100000	870	13823	5.36E-06
3	159100001	159200000	757	15926	7.17E-06
3	159200001	159300000	680	7191	7.27E-06
3	159300001	159400000	555	7087	7.00E-06
3	159400001	159500000	453	88281	3.67E-06
3	159500001	159600000	475	74427	2.60E-06
3	159600001	159700000	543	97856	4.56E-06
3	159700001	159800000	555	20753	3.98E-06
3	159800001	159900000	616	381724	4.85E-06
3	159900001	160000000	634	213693	3.29E-06
3	160000001	160100000	617	195611	3.35E-06
3	160100001	160200000	513	3086064	2.57E-06
3	160200001	160300000	408	1277685	2.75E-06
3	160300001	160400000	396	32487	4.56E-06
3	160400001	160500000	308	32404	2.95E-06
3	160500001	160600000	327	30970	4.03E-06
3	160600001	160700000	413	23377	2.74E-06
3	160700001	160800000	509	190343	3.77E-06
3	160800001	160900000	583	201560	3.40E-06
3	160900001	161000000	581	723779	3.49E-06
3	161000001	161100000	575	125045	2.00E-06
3	161100001	161200000	602	1784209	2.96E-06
3	161200001	161300000	686	970	4.55E-06
3	161300001	161400000	792	5688	5.89E-06
3	161400001	161500000	902	4162	8.85E-06
3	161500001	161600000	944	2482	6.40E-06
3	161600001	161700000	951	2818	7.15E-06
3	161700001	161800000	980	7716	7.37E-06
3	161800001	161900000	1012	6437	7.90E-06
3	161900001	162000000	1003	4334	7.04E-06
3	162000001	162100000	1051	6619	8.25E-06
3	162100001	162200000	1065	9182	8.49E-06
3	162200001	162300000	1049	9804	7.52E-06
3	162300001	162400000	1060	3369	1.09E-05
3	162400001	162500000	1135	1639	9.80E-06
3	162500001	162600000	1085	113	8.20E-06
3	162600001	162700000	NaN	629	1.00E-05
3	162700001	162800000	1169	293	6.98E-06
3	162800001	162900000	1177	3915	1.04E-05
3	162900001	163000000	1215	5371	1.01E-05
3	163000001	163100000	1235	4148	1.18E-05
3	163100001	163200000	1187	11797	1.15E-05
3	163200001	163300000	1262	15243	1.26E-05
3	163300001	163400000	1295	6411	1.06E-05
3	163400001	163500000	NaN	5260	1.09E-05
3	163500001	163600000	1307	708	1.21E-05
3	163600001	163700000	1335	822	9.10E-06
3	163700001	163800000	1355	5784	1.14E-05
3	163800001	163900000	1375	2768	1.03E-05
3	163900001	164000000	1313	2095	1.01E-05
3	164000001	164100000	1389	739	8.14E-06
3	164100001	164200000	1368	3079	8.54E-06
3	164200001	164300000	NaN	3147	9.96E-06
3	164300001	164400000	NaN	7672	7.53E-06
3	164400001	164500000	NaN	2460	7.66E-06
3	164500001	164600000	NaN	2119	6.70E-06
3	164600001	164700000	NaN	4926	7.19E-06
3	164700001	164800000	1355	12011	7.06E-06
3	164800001	164900000	NaN	675	5.85E-06
3	164900001	165000000	1295	9941	7.31E-06
3	165000001	165100000	1315	918	8.90E-06
3	165100001	165200000	1295	19568	8.86E-06
3	165200001	165300000	1275	105903	8.59E-06
3	165300001	165400000	1227	2057	9.73E-06
3	165400001	165500000	1202	39798	8.78E-06
3	165500001	165600000	1215	136377	6.87E-06
3	165600001	165700000	NaN	40275	9.90E-06
3	165700001	165800000	1164	11312	8.52E-06
3	165800001	165900000	1147	2557	8.36E-06
3	165900001	166000000	NaN	4238	8.49E-06
3	166000001	166100000	NaN	1500	8.04E-06
3	166100001	166200000	1155	2317	8.84E-06
3	166200001	166300000	1108	649	7.83E-06
3	166300001	166400000	1111	2165	8.42E-06
3	166400001	166500000	1095	30839	7.51E-06
3	166500001	166600000	1049	10112	7.08E-06
3	166600001	166700000	955	14880	6.97E-06
3	166700001	166800000	964	15951	8.34E-06
3	166800001	166900000	1003	1125	8.71E-06
3	166900001	167000000	995	1672	7.92E-06
3	167000001	167100000	928	2819	5.29E-06
3	167100001	167200000	933	9409	5.57E-06
3	167200001	167300000	911	4636	5.39E-06
3	167300001	167400000	862	110868	3.30E-06
3	167400001	167500000	766	533646	2.44E-06
3	167500001	167600000	567	151881	4.04E-06
3	167600001	167700000	516	17497	4.05E-06
3	167700001	167800000	597	889424	1.97E-06
3	167800001	167900000	681	147835	3.57E-06
3	167900001	168000000	746	7799	3.94E-06
3	168000001	168100000	846	13251	4.25E-06
3	168100001	168200000	929	13065	4.35E-06
3	168200001	168300000	946	9473	5.18E-06
3	168300001	168400000	983	7090	4.29E-06
3	168400001	168500000	993	14773	5.13E-06
3	168500001	168600000	995	42873	4.80E-06
3	168600001	168700000	1035	17885	3.72E-06
3	168700001	168800000	1045	4909	3.41E-06
3	168800001	168900000	995	421937	2.49E-06
3	168900001	169000000	985	62920	2.48E-06
3	169000001	169100000	977	43950	2.85E-06
3	169100001	169200000	947	27583	4.42E-06
3	169200001	169300000	942	879685	3.28E-06
3	169300001	169400000	915	61662	3.01E-06
3	169400001	169500000	820	209320	3.72E-06
3	169500001	169600000	689	252304	3.22E-06
3	169600001	169700000	622	184584	3.22E-06
3	169700001	169800000	553	1172105	2.34E-06
3	169800001	169900000	426	1026962	2.33E-06
3	169900001	170000000	326	158855	2.90E-06
3	170000001	170100000	270	661476	3.43E-06
3	170100001	170200000	202	514294	3.75E-06
3	170200001	170300000	377	8752	3.01E-06
3	170300001	170400000	466	5480	3.95E-06
3	170400001	170500000	607	19016	3.90E-06
3	170500001	170600000	569	386434	4.28E-06
3	170600001	170700000	610	146539	4.46E-06
3	170700001	170800000	640	309366	3.81E-06
3	170800001	170900000	735	264110	2.54E-06
3	170900001	171000000	786	80080	3.12E-06
3	171000001	171100000	805	96645	2.41E-06
3	171100001	171200000	694	98056	3.19E-06
3	171200001	171300000	623	7500	3.56E-06
3	171300001	171400000	528	239417	3.03E-06
3	171400001	171500000	440	145542	2.91E-06
3	171500001	171600000	317	105849	2.75E-06
3	171600001	171700000	181	4541	2.61E-06
3	171700001	171800000	225	104741	2.40E-06
3	171800001	171900000	261	258251	2.23E-06
3	171900001	172000000	409	314121	3.50E-06
3	172000001	172100000	466	629937	2.66E-06
3	172100001	172200000	420	586908	3.02E-06
3	172200001	172300000	263	159332	3.18E-06
3	172300001	172400000	194	558529	2.39E-06
3	172400001	172500000	235	696011	2.41E-06
3	172500001	172600000	239	832736	2.76E-06
3	172600001	172700000	385	1073	3.93E-06
3	172700001	172800000	494	732	5.65E-06
3	172800001	172900000	577	380	5.72E-06
3	172900001	173000000	757	754	6.29E-06
3	173000001	173100000	839	737	5.44E-06
3	173100001	173200000	923	17560	5.49E-06
3	173200001	173300000	954	8939	7.01E-06
3	173300001	173400000	960	25154	6.04E-06
3	173400001	173500000	991	18193	5.51E-06
3	173500001	173600000	1015	23132	5.70E-06
3	173600001	173700000	NaN	26760	6.47E-06
3	173700001	173800000	1035	34308	6.78E-06
3	173800001	173900000	1046	19277	4.99E-06
3	173900001	174000000	1075	37519	6.69E-06
3	174000001	174100000	1079	179172	5.25E-06
3	174100001	174200000	1098	37480	3.81E-06
3	174200001	174300000	1104	21262	4.10E-06
3	174300001	174400000	1129	11154	4.94E-06
3	174400001	174500000	1167	7563	6.07E-06
3	174500001	174600000	1165	44354	4.37E-06
3	174600001	174700000	1133	122702	3.90E-06
3	174700001	174800000	1069	40947	5.22E-06
3	174800001	174900000	1042	31951	5.40E-06
3	174900001	175000000	1052	217374	3.73E-06
3	175000001	175100000	1086	20395	4.81E-06
3	175100001	175200000	1126	21783	4.14E-06
3	175200001	175300000	1139	12728	4.04E-06
3	175300001	175400000	1132	18506	3.55E-06
3	175400001	175500000	1113	188757	2.99E-06
3	175500001	175600000	1061	45932	6.12E-06
3	175600001	175700000	1049	560	6.11E-06
3	175700001	175800000	1036	1753	5.85E-06
3	175800001	175900000	1035	108	5.80E-06
3	175900001	176000000	1008	87	5.63E-06
3	176000001	176100000	990	790	4.23E-06
3	176100001	176200000	960	3444	5.38E-06
3	176200001	176300000	909	2041	6.01E-06
3	176300001	176400000	884	1901	4.85E-06
3	176400001	176500000	839	1795	5.89E-06
3	176500001	176600000	704	2785	4.27E-06
3	176600001	176700000	620	3168	3.62E-06
3	176700001	176800000	495	1448953	2.20E-06
3	176800001	176900000	433	164394	1.46E-06
3	176900001	177000000	390	72549	4.58E-06
3	177000001	177100000	330	23442	3.13E-06
3	177100001	177200000	341	7116	4.35E-06
3	177200001	177300000	372	9509	3.16E-06
3	177300001	177400000	380	9591	3.66E-06
3	177400001	177500000	394	12401	2.11E-06
3	177500001	177600000	401	4647	3.48E-06
3	177600001	177700000	391	18279	3.56E-06
3	177700001	177800000	429	10136	2.78E-06
3	177800001	177900000	520	3033	3.69E-06
3	177900001	178000000	545	6117	4.09E-06
3	178000001	178100000	555	16248	3.03E-06
3	178100001	178200000	534	4025	4.61E-06
3	178200001	178300000	603	28850	3.85E-06
3	178300001	178400000	720	39032	4.54E-06
3	178400001	178500000	795	74545	5.58E-06
3	178500001	178600000	882	47262	4.85E-06
3	178600001	178700000	870	70952	5.14E-06
3	178700001	178800000	807	518422	3.95E-06
3	178800001	178900000	741	76875	3.48E-06
3	178900001	179000000	613	624261	3.00E-06
3	179000001	179100000	641	727350	3.70E-06
3	179100001	179200000	600	808843	3.42E-06
3	179200001	179300000	522	589074	6.01E-06
3	179300001	179400000	477	1220820	2.55E-06
3	179400001	179500000	520	261265	3.41E-06
3	179500001	179600000	589	302869	4.42E-06
3	179600001	179700000	622	16038	6.05E-06
3	179700001	179800000	761	10258	5.94E-06
3	179800001	179900000	888	4879	7.54E-06
3	179900001	180000000	908	5392	9.41E-06
3	180000001	180100000	919	48694	8.36E-06
3	180100001	180200000	942	2451	8.70E-06
3	180200001	180300000	969	1447	7.66E-06
3	180300001	180400000	974	512004	5.88E-06
3	180400001	180500000	1031	46612	7.63E-06
3	180500001	180600000	1043	4268	7.35E-06
3	180600001	180700000	1031	1505508	3.42E-06
3	180700001	180800000	1058	180585	5.51E-06
3	180800001	180900000	1094	36797	5.36E-06
3	180900001	181000000	1112	16952	5.06E-06
3	181000001	181100000	1147	7309	3.38E-06
3	181100001	181200000	1160	4100	3.47E-06
3	181200001	181300000	1155	7490	5.64E-06
3	181300001	181400000	1128	49287	4.10E-06
3	181400001	181500000	1104	296582	4.20E-06
3	181500001	181600000	1032	5564	4.58E-06
3	181600001	181700000	998	3962	3.66E-06
3	181700001	181800000	1019	11567	3.97E-06
3	181800001	181900000	1009	644	3.41E-06
3	181900001	182000000	990	42516	2.16E-06
3	182000001	182100000	958	28293	3.65E-06
3	182100001	182200000	967	13760	3.84E-06
3	182200001	182300000	936	4154	2.84E-06
3	182300001	182400000	900	27820	3.50E-06
3	182400001	182500000	773	4911	3.06E-06
3	182500001	182600000	681	436679	2.37E-06
3	182600001	182700000	559	1165019	2.80E-06
3	182700001	182800000	574	516617	3.30E-06
3	182800001	182900000	546	186997	3.47E-06
3	182900001	183000000	596	355161	3.60E-06
3	183000001	183100000	591	70363	2.02E-06
3	183100001	183200000	606	75091	3.33E-06
3	183200001	183300000	593	131692	2.09E-06
3	183300001	183400000	557	332273	3.41E-06
3	183400001	183500000	463	542946	2.47E-06
